"LapTimeID","RideID","LapID","LStart","LFinish","LTime","LHRAverage","LDis","LAscent","LCadenceAv","LTemperature","LapNotes","Gen_LapNotes","s_ColLineage","s_Generation","s_GUID","s_Lineage"
211,436,26,"1899-12-30 00:00:07","1899-12-30 00:29:57","1899-12-30 00:29:50",132,6.1,,,,,1,,92,,
212,436,26,"1899-12-30 00:49:39","1899-12-30 01:15:47","1899-12-30 00:26:08",142,6.1,,,,,1,,92,,
213,436,26,"1899-12-30 01:23:25","1899-12-30 01:48:48","1899-12-30 00:25:23",139,6.1,,,,,1,,92,,
214,447,50,"1899-12-30 02:08:55","1899-12-30 02:38:40","1899-12-30 00:29:45",159,9,,,,,1,,92,,
215,451,11,"1899-12-30 01:15:42","1899-12-30 01:35:38","1899-12-30 00:19:56",167,,,,,,1,,0,,
216,452,11,"1899-12-30 01:23:25","1899-12-30 01:48:34","1899-12-30 00:25:09",164,,,,,,1,,0,,
217,453,54,"1899-12-30 02:21:27","1899-12-30 02:35:15","1899-12-30 00:13:48",157,,,,,,1,,0,,
218,456,54,"1899-12-30 00:56:33","1899-12-30 01:11:24","1899-12-30 00:14:51",134,,,,,,1,,0,,
219,456,2,"1899-12-30 01:29:24","1899-12-30 01:35:59","1899-12-30 00:06:35",132,,,,,,1,,0,,
220,460,11,"1899-12-30 01:11:07","1899-12-30 01:33:20","1899-12-30 00:22:13",138,,,,,,1,,0,,
221,464,54,"1899-12-30 02:25:52","1899-12-30 02:37:50","1899-12-30 00:11:58",175,,,,,,1,,0,,
222,464,2,"1899-12-30 02:55:31","1899-12-30 03:01:39","1899-12-30 00:06:08",162,,,,,,1,,0,,
223,465,54,"1899-12-30 01:09:33","1899-12-30 01:24:55","1899-12-30 00:15:22",140,,,,,,1,,0,,
224,465,2,"1899-12-30 01:46:08","1899-12-30 01:53:02","1899-12-30 00:06:54",138,,,,,,1,,0,,
225,468,54,"1899-12-30 00:08:56","1899-12-30 00:23:04","1899-12-30 00:14:08",146,,,,,,1,,0,,
226,469,54,"1899-12-30 01:09:36","1899-12-30 01:21:08","1899-12-30 00:11:32",173,,,,,,1,,0,,
227,469,2,"1899-12-30 01:39:29","1899-12-30 01:45:11","1899-12-30 00:05:42",150,,,,,,1,,0,,
228,471,54,"1899-12-30 09:53:01","1899-12-30 10:05:55","1899-12-30 00:12:54",155,,,,,,1,,0,,
233,477,2,"1899-12-30 01:35:48","1899-12-30 01:40:06","1899-12-30 00:04:18",162,,,,,,1,,0,,
235,479,57,"1899-12-30 01:21:29","1899-12-30 02:21:05","1899-12-30 00:59:36",152,,,,,,1,,0,,
237,482,31,"1899-12-30 00:03:32","1899-12-30 00:29:02","1899-12-30 00:25:30",146,,,,,,1,,0,,
238,482,31,"1899-12-30 00:29:02","1899-12-30 00:54:27","1899-12-30 00:25:25",180,,,,,,1,,0,,
239,482,31,"1899-12-30 00:54:27","1899-12-30 01:19:17","1899-12-30 00:24:50",176,,,,,,1,,0,,
242,490,12,"1899-12-30 00:00:00","1899-12-30 00:50:34","1899-12-30 00:50:34",168,,,,,,1,,0,,
243,492,45,"1899-12-30 00:32:44","1899-12-30 00:43:32","1899-12-30 00:10:48",155,,,,,,1,,0,,
244,494,45,"1899-12-30 00:30:05","1899-12-30 00:39:47","1899-12-30 00:09:42",172,,,,,,1,,0,,
245,508,2,"1899-12-30 00:00:00","1899-12-30 00:03:55","1899-12-30 00:03:55",170,,,,,,1,,0,,
246,509,11,"1899-12-30 01:23:10","1899-12-30 01:45:08","1899-12-30 00:21:58",169,,,,,,1,,0,,
247,509,57,"1899-12-30 01:23:10","1899-12-30 02:22:42","1899-12-30 00:59:32",150,,,,,,1,,0,,
251,536,45,"1899-12-30 00:39:28","1899-12-30 00:46:55","1899-12-30 00:07:27",178,,,,,,1,,0,,
252,536,60,"1899-12-30 01:09:40","1899-12-30 01:15:18","1899-12-30 00:05:38",179,,,,,,1,,0,,
253,536,59,"1899-12-30 02:27:33","1899-12-30 02:35:06","1899-12-30 00:07:33",155,,,,,,1,,0,,
254,538,54,"1899-12-30 01:04:27","1899-12-30 01:15:36","1899-12-30 00:11:09",177,,,,,,1,,0,,
255,538,2,"1899-12-30 01:35:39","1899-12-30 01:39:43","1899-12-30 00:04:04",171,,,,,,1,,0,,
256,539,40,"1899-12-30 00:09:44","1899-12-30 00:12:31","1899-12-30 00:02:47",174,,,,,,1,,0,,
257,539,11,"1899-12-30 00:58:48","1899-12-30 01:15:28","1899-12-30 00:16:40",177,,,,,,1,,0,,
258,539,54,"1899-12-30 03:15:01","1899-12-30 03:26:22","1899-12-30 00:11:21",174,,,,,,1,,0,,
259,540,54,"1899-12-30 01:07:27","1899-12-30 01:21:18","1899-12-30 00:13:51",151,,,,,,1,,0,,
260,540,2,"1899-12-30 01:42:04","1899-12-30 01:49:30","1899-12-30 00:07:26",138,,,,,,1,,0,,
261,541,31,"1899-12-30 00:13:31","1899-12-30 00:36:04","1899-12-30 00:22:33",160,6.25,,,,,1,,93,,
262,541,31,"1899-12-30 00:40:50","1899-12-30 01:02:34","1899-12-30 00:21:44",165,6.25,,,,,1,,93,,
263,542,31,"1899-12-30 00:01:40","1899-12-30 00:29:30","1899-12-30 00:27:50",162,,,,,,1,,0,,
264,542,31,"1899-12-30 00:29:30","1899-12-30 00:55:18","1899-12-30 00:25:48",179,,,,,,1,,0,,
265,543,54,"1899-12-30 02:10:24","1899-12-30 02:25:10","1899-12-30 00:14:46",143,,,,,,1,,0,,
266,543,2,"1899-12-30 02:44:38","1899-12-30 02:50:22","1899-12-30 00:05:44",149,,,,,,1,,0,,
267,544,54,"1899-12-30 01:28:45","1899-12-30 01:43:33","1899-12-30 00:14:48",167,,,,,,1,,0,,
268,548,26,"1899-12-30 00:06:23","1899-12-30 00:31:26","1899-12-30 00:25:03",159,6.1,,,,,1,,93,,
269,548,26,"1899-12-30 00:31:26","1899-12-30 00:56:21","1899-12-30 00:24:55",168,6.1,,,,,1,,93,,
271,549,26,"1899-12-30 00:00:00","1899-12-30 00:32:32","1899-12-30 00:32:32",145,,,,,,1,,0,,
272,549,26,"1899-12-30 00:32:32","1899-12-30 01:05:16","1899-12-30 00:32:44",162,,,,,,1,,0,,
273,549,26,"1899-12-30 01:05:16","1899-12-30 01:38:46","1899-12-30 00:33:30",165,,,,,,1,,0,,
274,551,15,"1899-12-30 00:00:00","1899-12-30 00:12:53","1899-12-30 00:12:53",174,6.6,,,,,1,,93,,
275,551,15,"1899-12-30 00:12:53","1899-12-30 00:27:07","1899-12-30 00:14:14",179,6.6,,,,,1,,93,,
276,551,15,"1899-12-30 00:27:07","1899-12-30 00:41:48","1899-12-30 00:14:41",174,6.6,,,,,1,,93,,
277,551,15,"1899-12-30 00:41:48","1899-12-30 00:56:23","1899-12-30 00:14:35",173,6.6,,,,,1,,93,,
278,551,15,"1899-12-30 00:56:23","1899-12-30 01:10:37","1899-12-30 00:14:14",177,6.6,,,,,1,,93,,
279,553,61,"1899-12-30 00:52:07","1899-12-30 01:05:39","1899-12-30 00:13:32",165,,,,,,1,,0,,
280,554,62,"1899-12-30 00:08:27","1899-12-30 00:12:17","1899-12-30 00:03:50",139,,,,,,1,,0,,
281,554,19,"1899-12-30 00:16:42","1899-12-30 00:21:11","1899-12-30 00:04:29",163,,,,,,1,,0,,
282,554,2,"1899-12-30 00:27:12","1899-12-30 00:31:19","1899-12-30 00:04:07",173,,,,,,1,,0,,
283,554,40,"1899-12-30 00:42:49","1899-12-30 00:45:46","1899-12-30 00:02:57",165,,,,,,1,,0,,
284,556,15,"1899-12-30 00:32:56","1899-12-30 00:49:14","1899-12-30 00:16:18",185,,,,,,1,,0,,
285,556,15,"1899-12-30 00:49:14","1899-12-30 01:05:56","1899-12-30 00:16:42",190,,,,,,1,,0,,
286,556,15,"1899-12-30 01:05:56","1899-12-30 01:23:17","1899-12-30 00:17:21",188,,,,,,1,,0,,
287,562,54,"1899-12-30 01:14:08","1899-12-30 01:24:58","1899-12-30 00:10:50",177,,,,,,1,,0,,
288,564,63,"1899-12-30 01:09:49","1899-12-30 01:29:56","1899-12-30 00:20:07",140,3.91,225,,,,1,,93,,
289,564,26,"1899-12-30 02:04:51","1899-12-30 02:32:53","1899-12-30 00:28:02",141,6.1,,,,,1,,93,,
290,564,26,"1899-12-30 02:32:53","1899-12-30 02:59:12","1899-12-30 00:26:19",155,6.1,,,,,1,,93,,
291,565,64,"1899-12-30 03:59:31","1899-12-30 04:15:38","1899-12-30 00:16:07",132,2.95,,,,,1,,0,,
-2147007854,1194348661,2,,"1899-12-30 00:52:06","1899-12-30 00:06:01",171,,,,,"with panniers",0,,0,,
-2133495872,1167372404,185,,"1899-12-30 01:17:26","1899-12-30 00:07:51",156,1.969,138,62,27,,124,,124,,
-2132906868,-763213673,182,"1899-12-30 00:23:45","1899-12-30 00:57:02","1899-12-30 00:26:52",161,8.68,399,74,23,,,,99,,
-2129573701,1207470562,303,,"1899-12-30 00:12:21","1899-12-30 00:02:38",145,0.851,44,69,10,,,,0,,
-2128697649,-2139832429,59,"1899-12-30 01:37:19","1899-12-30 01:44:55","1899-12-30 00:07:35",142,1.686,120,58,15,,40,,99,,
-2126398896,1124371435,-551387913,"1899-12-30 00:13:43","1899-12-30 00:18:25","1899-12-30 00:04:42",156,0.9399999999999999,,,,,17,,91,,
-2125708387,1205550466,284,,"1899-12-30 02:58:33","1899-12-30 00:11:26",151,5.135,102,74,28,,,,0,,
-2112203490,1112183282,-390392949,"1899-12-30 00:40:00","1899-12-30 00:51:07","1899-12-30 00:11:07",162,5.14,,,,"5.14 km - 27.7 km/hr",12,,91,,
-2109571940,1142066414,1130744973,,"1899-12-30 00:08:40","1899-12-30 00:08:40",111,0.4,,,27,,100,,100,,
-2107356281,1147938224,1122889100,,"1899-12-30 00:12:13","1899-12-30 00:02:06",154,0.715,26,92,9,,,,112,,
-2104498043,1169858537,-1797457486,,"1899-12-30 01:03:09","1899-12-30 00:17:27",142,7.081,,83,36,,,,0,,
-2101992459,1193440815,195,,"1899-12-30 01:02:02","1899-12-30 00:06:08",161,1.548,123,60,9,,,,0,,
-2097656691,1129936917,-1797457486,"1899-12-30 00:39:29","1899-12-30 00:52:57","1899-12-30 00:13:28",144,6.74,,,,,,,99,,
-2096327850,1117712877,-535436948,"1899-12-30 00:34:04","1899-12-30 00:39:29","1899-12-30 00:05:25",142,0.9399999999999999,,,,,17,,91,,
-2095224239,1233622515,229,"1899-12-30 03:34:33","1899-12-30 03:49:46","1899-12-30 00:15:13",128,,,,,,28,,0,,
-2089852797,1153912124,1122889100,,"1899-12-30 00:12:55","1899-12-30 00:01:43",172,0.713,23,91,13,,,,112,,
-2087197990,1183885021,310,,"1899-12-30 00:14:21","1899-12-30 00:09:40",146,1.63,105,73,11,,,,0,,
-2073864440,-1850046845,-692555657,,"1899-12-30 01:20:31","1899-12-30 00:48:08",166,30.901,35,89,30,,,,0,,
-2071105960,1726037658,775850397,"1899-12-30 00:38:45","1899-12-30 00:40:33","1899-12-30 00:01:48",170,0.35,20,,,,17,,91,,
-2065458437,1622710996,254,"1899-12-30 01:27:24","1899-12-30 01:34:48","1899-12-30 00:07:24",147,2.114,99,69,19,,40,,100,,
-2059556957,1136680298,-396140720,"1899-12-30 00:00:00","1899-12-30 00:07:32","1899-12-30 00:07:32",160,0.3,,,,,49,,99,,
-2057636358,-1761071636,54,,"1899-12-30 02:59:24","1899-12-30 00:11:12",,3.55,200,70,23,,,,0,,
-2052171507,-2042851140,-1797457486,,"1899-12-30 00:28:16","1899-12-30 00:16:31",114,6.731,,93,18,,,,0,,
-2050015866,1329905048,2,,"1899-12-30 01:09:08","1899-12-30 00:04:36",167,0.88,98,53,8,,,,0,,
-2043009676,1171871433,45,,"1899-12-30 00:36:38","1899-12-30 00:07:49",171,2.453,128,72,28,,,,133,,
-2032306589,1144145552,1629577002,,"1899-12-30 00:40:17","1899-12-30 00:02:05",142,1.067,15,57,20,,,,91,,
-2026656858,1127218777,2061536425,"1899-12-30 00:31:54","1899-12-30 00:34:16","1899-12-30 00:02:22",173,0.51,25,,,,17,,91,,
-2014623036,1570174323,254,,"1899-12-30 01:04:48","1899-12-30 00:07:12",153,2.122,111,71,21,,,,112,,
-2012877708,1184850207,54,,"1899-12-30 02:29:38","1899-12-30 00:12:56",149,3.697,210,,8,,,,0,,
-2009004008,1123148893,502313562,"1899-12-30 00:26:38","1899-12-30 00:30:13","1899-12-30 00:03:35",177,0.73,20,,,,17,,91,,
-2004080377,1670219486,224,,"1899-12-30 00:29:16","1899-12-30 00:05:13",134,1.858,64,,29,,,,126,,
-1979691318,1166321805,-1557152522,,"1899-12-30 00:08:48","1899-12-30 00:03:55",117,1.754,,82,32,,,,0,,
-1957994772,1112602299,-1381539616,"1899-12-30 01:16:27","1899-12-30 01:32:37","1899-12-30 00:16:10",165,4.55,,,,,,,91,,
-1951793932,1184678614,40,,"1899-12-30 00:48:49","1899-12-30 00:04:19",166,,,,,"175max",0,,0,,
-1940571898,1127689496,11,"1899-12-30 00:59:24","1899-12-30 01:20:11","1899-12-30 00:20:47",167,,,,,,,,0,,
-1939182473,1214311950,26,,"1899-12-30 00:47:08","1899-12-30 00:47:08",127,9.836,220,,12,,,,0,,
-1935551990,-508677090,320,"1899-12-30 01:35:54","1899-12-30 01:41:10","1899-12-30 00:05:16",141,1.445,78,69,20,,76,,100,,
-1933911719,1233622515,224,"1899-12-30 00:28:00","1899-12-30 00:32:53","1899-12-30 00:04:53",154,,,,,,28,,0,,
-1933228998,1156237757,-1557152522,,"1899-12-30 00:06:56","1899-12-30 00:03:16",128,1.621,,97,19,,,,0,,
-1930894626,1136456832,1696178449,"1899-12-30 00:00:00","1899-12-30 00:24:43","1899-12-30 00:24:43",154,13,,,,,,,99,,
-1930788590,1233622515,192,"1899-12-30 01:52:23","1899-12-30 02:03:34","1899-12-30 00:11:11",175,,,,,,28,,0,,
-1921706035,1143358076,5,,"1899-12-30 01:50:56","1899-12-30 01:32:26",161,58.391,67,96,35,,,,100,,
-1911090478,1130028408,-1773680203,"1899-12-30 01:16:44","1899-12-30 01:19:12","1899-12-30 00:02:28",116,0.67,30,,,,,,99,,
-1908335671,1127551591,19,"1899-12-30 02:54:21","1899-12-30 03:02:46","1899-12-30 00:08:25",134,,,,,,,,0,,
-1907526661,1145678370,224,,"1899-12-30 00:29:16","1899-12-30 00:04:49",155,1.905,71,86,13,,,,112,,
-1888628903,1146559475,299,,"1899-12-30 00:34:22","1899-12-30 00:06:41",132,1.28,87,52,16,,,,112,,
-1884348660,1209259287,3,,"1899-12-30 01:23:29","1899-12-30 00:31:03",,9.223000000000001,163,,10,,,,0,,
-1883391875,1131611116,1122889100,"1899-12-30 00:31:48","1899-12-30 00:35:36","1899-12-30 00:03:48",173,,,,,,,,0,,
-1879864816,-669970001,-1923534165,"1899-12-30 00:28:21","1899-12-30 00:32:06","1899-12-30 00:03:45",154,0.6899999999999999,15,,29,,51,,99,,
-1879370992,349106293,286,,"1899-12-30 00:28:31","1899-12-30 00:04:57",173,1.547,102,70,17,,,,0,,
-1879212648,1190890458,56,,"1899-12-30 01:09:03","1899-12-30 00:05:58",159,1.275,141,56,15,,,,0,,
-1874184320,1131433253,258,"1899-12-30 00:43:56","1899-12-30 00:53:04","1899-12-30 00:09:08",130,,,,,,,,0,,
-1869454983,1129024088,-551387913,"1899-12-30 00:03:36","1899-12-30 00:08:08","1899-12-30 00:04:32",154,0.9399999999999999,,,,,,,91,,
-1867797583,182835087,2,"1899-12-30 03:12:39","1899-12-30 03:18:17","1899-12-30 00:05:38",150,0.875,97,45,24,,76,,100,,
-1854351320,-1466284054,45,,"1899-12-30 00:37:41","1899-12-30 00:07:31",174,2.459,136,81,17,,,,100,,
-1851566652,-669970001,-960052846,"1899-12-30 00:00:00","1899-12-30 00:22:07","1899-12-30 00:22:07",147,4.372,86,,30,,51,,99,,
-1848112481,1206083944,2,,"1899-12-30 03:27:54","1899-12-30 00:05:42",142,0.889,94,43,21,,,,0,,
-1843425987,1173873580,2,,"1899-12-30 00:44:29","1899-12-30 00:05:51",171,,,,,,,,0,,
-1841868169,-1925846687,2,,"1899-12-30 03:25:20","1899-12-30 00:06:30",143,0.886,96,38,25,,,,0,,
-1841196529,-1326579450,-1187110187,,"1899-12-30 01:25:50","1899-12-30 00:30:30",168,8.141,220,83,11,,,,0,,
-1835896814,1193440815,-182739752,,"1899-12-30 01:28:51","1899-12-30 00:09:17",148,2.887,149,66,9,,,,0,,
-1835585661,1670219486,284,,"1899-12-30 01:38:20","1899-12-30 00:12:05",139,5.146,102,,28,,,,126,,
-1829417628,-1258227463,-1313059889,"1899-12-30 00:16:56","1899-12-30 00:33:51","1899-12-30 00:16:55",158,10.47,,,,,,,91,,
-1828807687,-2139832429,258,"1899-12-30 00:47:40","1899-12-30 00:56:30","1899-12-30 00:08:50",118,1.959,98,56,14,,40,,100,,
-1828787900,1233622515,-647882507,"1899-12-30 01:49:50","1899-12-30 01:52:23","1899-12-30 00:02:33",133,0.67,40,,,,28,,99,,
-1823610976,-835523128,-939834753,"1899-12-30 02:15:11","1899-12-30 02:58:11","1899-12-30 00:43:00",132,20.31,,,,,,,91,,
-1806897729,1170229622,-1557152522,,"1899-12-30 00:07:32","1899-12-30 00:03:25",112,1.627,,87,30,,,,0,,
-1804833509,1167372404,59,,"1899-12-30 01:04:12","1899-12-30 00:09:55",127,1.725,120,47,25,,124,,124,,
-1801688078,1207990168,2,,"1899-12-30 04:36:05","1899-12-30 00:08:25",119,0.862,96,29,17,,,,0,,
-1796996579,1189908014,238,,"1899-12-30 00:56:39","1899-12-30 00:14:13",166,6.214,176,74,13,,,,0,,
-1790457977,1176621205,299,,"1899-12-30 02:18:17","1899-12-30 00:06:12",137,1.258,81,56,18,,,,0,,
-1788102609,1176089510,40,,"1899-12-30 00:12:46","1899-12-30 00:03:25",149,1.291,47,68,22,,,,0,,
-1784261967,1190800370,-1797457486,,"1899-12-30 01:00:25","1899-12-30 00:10:30",164,6.856,5,80,17,,,,0,,
-1784222504,914897178,45,"1899-12-30 00:30:11","1899-12-30 00:37:44","1899-12-30 00:07:33",166,2.447,131,91,26,,76,,100,,
-1783297126,-479972724,2,,"1899-12-30 01:05:11","1899-12-30 00:09:46",159,,,,,,,,0,,
-1775690681,-1278767330,56,,"1899-12-30 00:29:19","1899-12-30 00:05:41",168,1.273,139,56,13,,,,0,,
-1769859884,1121594563,-182939722,"1899-12-30 00:34:53","1899-12-30 00:35:52","1899-12-30 00:00:59",155,,,,,,17,,0,,
-1767848198,173723517,238,"1899-12-30 01:14:09","1899-12-30 01:36:14","1899-12-30 00:22:05",141,,,,,,28,,0,,
-1766724143,1176979090,2,,"1899-12-30 00:59:30","1899-12-30 00:04:31",168,0.854,97,54,13,,,,0,,
-1765191056,1192016011,-1797457486,,"1899-12-30 02:03:57","1899-12-30 00:11:37",140,6.78,,83,23,,,,0,,
-1758576130,1190289643,59,,"1899-12-30 01:56:37","1899-12-30 00:06:25",155,1.649,125,59,19,,,,0,,
-1758221549,1210492829,284,,"1899-12-30 00:59:53","1899-12-30 00:14:14",144,,,,,,,,0,,
-1758112981,1183458372,-1241489825,,"1899-12-30 00:49:13","1899-12-30 00:11:23",160,2.722,141,68,13,"Queen Jubilee",0,,0,,
-1752038145,1186695875,2,,"1899-12-30 03:31:58","1899-12-30 00:06:50",138,0.896,102,37,10,,,,0,,
-1746197311,1167372404,250,,"1899-12-30 01:50:10","1899-12-30 00:06:10",128,1.208,86,52,30,,124,,124,,
-1739170541,1726037658,1122889100,"1899-12-30 00:16:12","1899-12-30 00:20:29","1899-12-30 00:04:17",156,,,,,,17,,0,,
-1734357726,1622710996,59,"1899-12-30 01:20:00","1899-12-30 01:27:24","1899-12-30 00:07:24",150,1.667,116,60,20,,40,,99,,
-1732614710,1206865212,3,,"1899-12-30 01:11:40","1899-12-30 00:23:45",172,6.968,181,,16,,,,0,,
-1724353783,1196420136,182,,"1899-12-30 01:08:10","1899-12-30 00:34:48",159,,,,,,,,0,,
-1707321246,1141634793,1122889100,"1899-12-30 00:18:32","1899-12-30 00:20:13","1899-12-30 00:01:41",172,0.72,20,91,27,,,,100,,
-1706955229,1183463469,-1241489825,,"1899-12-30 01:35:55","1899-12-30 00:13:19",159,,,,,,,,0,,
-1706572599,1176198376,54,,"1899-12-30 01:25:57","1899-12-30 00:11:40",172,3.625,191,63,26,,,,0,,
-1698850665,1175682734,40,,"1899-12-30 00:13:59","1899-12-30 00:03:45",145,1.283,45,74,17,,,,0,,
-1695614020,-1969864057,-1797457486,"1899-12-30 00:16:55","1899-12-30 00:29:20","1899-12-30 00:12:25",130,6.734,,96,24,,,,0,,
-1688631134,-835523128,1008314842,"1899-12-30 00:19:59","1899-12-30 00:35:23","1899-12-30 00:15:24",135,7.92,,,,,,,91,,
-1684028911,-330324912,1130744973,,"1899-12-30 00:03:32","1899-12-30 00:03:32",122,0.4,,,27,,,,0,,
-1680906100,1137141979,-1797457486,"1899-12-30 00:58:41","1899-12-30 01:12:51","1899-12-30 00:14:10",146,6.775,,88,33,,51,,0,,
-1656564955,1194433076,2,,"1899-12-30 01:38:02","1899-12-30 00:08:14",129,,,,,"heavy pannier, getting sick?",0,,0,,
-1650196092,414549103,61,,"1899-12-30 00:58:07","1899-12-30 00:18:28",129,3.964,236,60,21,,,,112,,
-1650036075,-1258227463,-1313059889,"1899-12-30 00:33:51","1899-12-30 00:50:47","1899-12-30 00:16:56",158,10.47,,,,,,,91,,
-1644832656,182835087,54,"1899-12-30 02:30:58","1899-12-30 02:42:33","1899-12-30 00:11:35",174,3.694,203,84,22,,76,,100,,
-1639810367,1208344000,206,,"1899-12-30 02:40:51","1899-12-30 00:25:28",161,,,,,,,,0,,
-1634505480,1156237757,1122889100,,"1899-12-30 00:11:28","1899-12-30 00:01:49",163,0.718,20,88,19,,,,112,,
-1633014442,1176198376,210,,"1899-12-30 01:45:14","1899-12-30 00:19:17",125,6.447,83,72,19,,,,0,,
-1628074246,1112602299,-1381539616,"1899-12-30 01:49:14","1899-12-30 02:05:41","1899-12-30 00:16:27",163,4.55,,,,,,,91,,
-1626159948,1217725023,2,,"1899-12-30 00:46:50","1899-12-30 00:06:51",162,,,,,,,,0,,
-1623459280,1114082374,-886492207,"1899-12-30 00:46:02","1899-12-30 00:51:01","1899-12-30 00:04:59",125,2.39,,,,"2.39 km - 28.77 km/hr",12,,91,,
-1620215874,1144316369,-1557152522,,"1899-12-30 00:13:32","1899-12-30 00:02:56",128,1.534,,110,17,,,,0,,
-1620047389,1172435114,1028593277,,"1899-12-30 00:18:40","1899-12-30 00:03:00",132,0.803,35,60,19,,,,0,,
-1614417295,-205683642,19,,"1899-12-30 02:07:26","1899-12-30 00:05:36",147,1.089,98,,11,,,,0,,
-1612826485,1629403172,1822216816,"1899-12-30 01:18:11","1899-12-30 01:21:42","1899-12-30 00:03:31",133,0.39,40,,,,17,,91,,
-1609887316,1130833824,632148043,"1899-12-30 00:34:15","1899-12-30 00:40:03","1899-12-30 00:05:48",121,3.34,,,,,,,100,,
-1605487346,1145933243,-1536098512,,"1899-12-30 00:43:33","1899-12-30 00:08:47",121,3.504,18,95,13,,,,112,,
-1595329035,1176089510,54,,"1899-12-30 02:37:33","1899-12-30 00:12:09",169,3.603,201,62,30,,,,0,,
-1586925811,1148698300,-2102838465,,"1899-12-30 00:10:28","1899-12-30 00:02:44",143,1.367,,104,13,,,,0,,
-1585339267,1189831777,210,,"1899-12-30 02:07:04","1899-12-30 00:17:35",131,6.573,91,72,20,,,,0,,
-1578133200,-1551334478,1008314842,"1899-12-30 00:34:04","1899-12-30 00:47:29","1899-12-30 00:13:25",157,7.948,26,88,32,,,,99,,
-1575165166,1122845429,-182939722,"1899-12-30 00:14:57","1899-12-30 00:16:54","1899-12-30 00:01:57",168,,,,,,17,,0,,
-1559935334,1749004701,2071369214,"1899-12-30 00:00:00","1899-12-30 00:13:21","1899-12-30 00:13:21",167,3,,,,,,,99,,
-1554950324,1152407127,1122889100,,"1899-12-30 00:25:44","1899-12-30 00:02:31",130,0.717,26,72,15,,,,112,,
-1547392698,1200208794,278,,"1899-12-30 00:32:51","1899-12-30 00:09:46",153,,,,,,,,0,,
-1542966793,1130410043,-569115552,"1899-12-30 00:07:58","1899-12-30 00:17:24","1899-12-30 00:09:26",154,1.72,,,,,,,99,,
-1541250234,-1298470893,2,"1899-12-30 01:02:35","1899-12-30 01:08:05","1899-12-30 00:05:30",150,0.886,94,46,27,,,,99,,
-1537187729,1156752537,300,,"1899-12-30 00:22:53","1899-12-30 00:05:10",151,1.25,80,67,11,,,,112,,
-1508693993,1868244059,60,"1899-12-30 00:51:24","1899-12-30 00:56:42","1899-12-30 00:05:18",172,1.78,106,76,16,,40,,100,,
-1499887738,1207990168,224,,"1899-12-30 00:28:49","1899-12-30 00:04:44",141,1.844,68,78,10,,,,0,,
-1493313150,1193830452,2,,"1899-12-30 00:49:12","1899-12-30 00:06:11",171,,,,,,,,0,,
-1486970065,1233622515,231,"1899-12-30 00:57:08","1899-12-30 01:02:09","1899-12-30 00:05:01",152,,,,,,28,,0,,
-1485363155,778842204,182,,,"1899-12-30 00:30:12",,,,,,,,,0,,
-1483805485,1624221018,2,,"1899-12-30 00:50:00","1899-12-30 00:07:32",145,,,,,,,,0,,
-1482409305,418480894,284,,"1899-12-30 00:34:32","1899-12-30 00:10:31",161,5.129,92,86,31,,,,0,,
-1475805043,1128930526,-881424633,"1899-12-30 00:00:00","1899-12-30 00:09:54","1899-12-30 00:09:54",152,2.38,,,,,,,91,,
-1472422608,1095665478,181,,"1899-12-30 03:55:59","1899-12-30 00:05:14",140,,,66,28,,,,0,,
-1469147527,1218884440,5,,"1899-12-30 01:13:56","1899-12-30 00:40:27",149,23.176,287,89,14,,,,0,,
-1434592870,1191228078,284,,"1899-12-30 04:42:10","1899-12-30 00:11:48",126,5.194,102,77,17,,,,0,,
-1431618459,1167372404,283,,"1899-12-30 00:12:03","1899-12-30 00:04:58",147,1.352,86,69,23,,124,,124,,
-1426797982,1136594678,231,"1899-12-30 00:45:42","1899-12-30 00:50:23","1899-12-30 00:04:40",165,1.655,79,82,22,,49,,99,,
-1419438364,1095665478,231,,"1899-12-30 00:50:11","1899-12-30 00:04:19",175,1.693,79,75,31,,,,126,,
-1419264905,-1300922866,1287393542,,"1899-12-30 01:06:57","1899-12-30 00:06:00",144,1.07,88,83,11,,,,112,,
-1409812515,1179008204,40,,"1899-12-30 00:12:24","1899-12-30 00:02:58",170,1.316,45,74,15,,,,0,,
-1409127925,-155345351,-1797457486,,"1899-12-30 00:51:57","1899-12-30 00:12:35",144,6.718,,82,25,,,,0,,
-1403736700,1156752537,278,,"1899-12-30 00:35:45","1899-12-30 00:10:53",152,2.666,131,63,11,,,,112,,
-1403211899,1141634793,-2102838465,"1899-12-30 00:16:15","1899-12-30 00:18:32","1899-12-30 00:02:17",143,1.37,,125,27,,,,0,,
-1381736185,1201774302,182,,"1899-12-30 00:59:52","1899-12-30 00:33:16",160,,,,,"bloody windy",0,,0,,
-1371226281,-1423427474,182,,"1899-12-30 00:55:09","1899-12-30 00:32:03",170,8.432,400,,15,,,,112,,
-1369607853,1190890458,40,,"1899-12-30 00:14:25","1899-12-30 00:03:25",146,1.315,50,71,13,,,,0,,
-1366435770,1129024088,1122889100,"1899-12-30 00:31:08","1899-12-30 00:34:26","1899-12-30 00:03:18",186,,,,,,,,0,,
-1361041019,1136594678,45,"1899-12-30 00:25:18","1899-12-30 00:34:39","1899-12-30 00:09:21",145,2.45,128,75,19,,49,,99,,
-1351123598,-1326579450,-1187110187,,"1899-12-30 01:58:33","1899-12-30 00:32:43",165,9.131,199,78,9,,,,0,,
