"Total","Type","Name","★","PR Pos","Tries","PR Pos Score","City","State","Dist km","Elapsed Time","Grade %","Max Grade %","Elv gain m","Elv change m","Max Elv m","Cat","Speed km/h","Pace /km","Pace /100m","VAM","pVAM","RP","Heart Rate","Max HR","Cadence","Power (W)","Power Meter","FTP (W)","FTP bpm","Activity","Gear","When","Others","Bearing","Segment Id","Cmts","Activity Id"
52,"Ride","MtOsmond-Bullock-OldFreeway",1,1,230,99.56709956709956,"St Georges","SA",6913.6,1575,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.3895873015873015,227.81184910900254,22.781184910900254,916.3497142857143,,3.5501826495087596,151.3,170,,292.4,0,280.064375,144.91703125,"20/12/12 Adelaide, SA, Australia","a perfect blend","2012-12-20 17:41:25",1,138.401,654168,0,33186375
52,"Ride","MtOsmond-Bullock-OldFreeway",1,2,230,99.13419913419914,"St Georges","SA",6905.9,1584,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.3597853535353535,229.36909019823628,22.936909019823627,911.1431818181818,,3.530011157182005,163.2,178,,270.3,0,258.9474,156.3456,"24/01/13 Adelaide, SA, Australia","a perfect blend","2013-01-24 18:28:47",1,138.401,654168,0,38511303
52,"Ride","MtOsmond-Bullock-OldFreeway",1,3,230,98.7012987012987,"St Georges","SA",6906.7,1635,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.224281345565749,236.72665672462972,23.672665672462973,882.7222018348624,,3.419900717416695,156.5,168,68.2,262.6,1,251.8498125,150.09328125,"08/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-08 16:11:11",1,138.401,654168,0,163176568
52,"Ride","MtOsmond-Bullock-OldFreeway",1,4,230,98.26839826839827,"St Georges","SA",6916.9,1692,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.0880023640661936,244.61825384203908,24.46182538420391,852.9851063829788,,3.3046912960852817,157.4,178,,263.7,0,253.21792499999998,151.14335,"Afternoon Ride","a perfect blend","2018-03-29 15:48:36",1,138.401,654168,0,1477523531
52,"Ride","MtOsmond-Bullock-OldFreeway",1,5,230,97.83549783549783,"St Georges","SA",6902.8,1698,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.0652532391048295,245.98713565509647,24.598713565509648,849.9710247349824,,3.2930139416821533,153.8,166,68.7,263.8,1,253.346925,147.705675,"31/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-31 16:46:42",1,138.401,654168,0,173406200
52,"Ride","MtOsmond-Bullock-OldFreeway",1,6,230,97.40259740259741,"St Georges","SA",6907.1,1707,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.046338605741067,247.1370039524547,24.713700395245468,845.4896309314587,,3.275651829511597,157.9,170,,225.7,0,216.79895624999997,151.67281875,"Afternoon Ride","roadie","2018-05-08 16:04:23",1,138.401,654168,0,1557243693
52,"Ride","MtOsmond-Bullock-OldFreeway",1,7,230,96.96969696969697,"St Georges","SA",6899.58,1713,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.027775831873905,248.27598201629667,24.827598201629666,842.5281961471104,,3.2641784430684746,157.5,176,,263.7,0,253.33329374999997,151.30828125,"31/05/12 Adelaide, SA, Australia","tourer","2012-05-31 17:38:27",1,138.401,654168,0,9768925
52,"Ride","MtOsmond-Bullock-OldFreeway",1,8,230,96.53679653679653,"St Georges","SA",6899.2,1728,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.9925925925925925,250.4638218923933,25.04638218923933,835.2145833333334,,3.2358435607501717,157.4,171,66.4,243.2,1,233.71519999999998,151.2614,"04/12/14 - last one of these","a perfect blend","2014-12-04 16:41:03",1,138.401,654168,0,226230828
52,"Ride","MtOsmond-Bullock-OldFreeway",1,9,230,96.1038961038961,"St Georges","SA",7110.7,1729,5.81134,32.6495,429.019,400.903,587.187,"2nd",4.112608444187392,243.1546823800751,24.315468238007508,834.7315211104685,,3.2339720491476553,151.7,164,67.2,253.4,1,243.52267916666668,145.78686041666666,"18/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-18 16:41:39",1,138.401,654168,0,167519380
52,"Ride","MtOsmond-Bullock-OldFreeway",1,10,230,95.67099567099567,"St Georges","SA",6912,1731,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.9930675909878683,250.4340277777778,25.04340277777778,833.7670710571924,,3.2302355129845735,157.4,173,42,0,1,0,151.27123749999998,"Afternoon Ride","a perfect blend","2018-05-01 16:11:39",1,138.401,654168,0,1542265652
52,"Ride","MtOsmond-Bullock-OldFreeway",1,11,230,95.23809523809524,"St Georges","SA",6924,1756,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.9430523917995446,253.6106296938186,25.36106296938186,821.8968109339409,,3.1842469663874127,162.3,177,,260,0,250.01166666666663,156.064975,"03/01/12 Adelaide, SA, Australia","tourer","2012-01-03 17:09:40",1,138.401,654168,0,3056813
52,"Ride","MtOsmond-Bullock-OldFreeway",1,12,230,94.8051948051948,"St Georges","SA",6901.9,1760,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.9215340909090908,255.00224575841435,25.500224575841436,820.0288636363637,,3.177010041463805,146.3,161,,231.8,0,222.91433333333333,140.69183333333334,"05/02/14 Adelaide, SA, Australia","a perfect blend","2014-02-05 17:15:47",1,138.401,654168,0,111284301
52,"Ride","MtOsmond-Bullock-OldFreeway",1,13,230,94.37229437229438,"St Georges","SA",6898.5,1767,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.904074702886248,256.1426397042835,25.614263970428354,816.7803056027165,,3.16442426314448,150.9,166,,249.3,0,239.77985625,145.13750625,"19/02/14 Adelaide, SA, Australia","a perfect blend","2014-02-19 17:10:18",1,138.401,654168,0,114410371
52,"Ride","MtOsmond-Bullock-OldFreeway",1,14,230,93.93939393939394,"St Georges","SA",6904.9,1771,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.898870694522868,256.48452548190414,25.648452548190413,814.9355166572558,,3.1572770598398057,146.9,163,,252.8,0,243.16726666666668,141.30249791666665,"An unexpected light","a perfect blend","2018-03-18 16:20:35",1,138.401,654168,0,1458740939
52,"Ride","MtOsmond-Bullock-OldFreeway",1,15,230,93.50649350649351,"St Georges","SA",6934.15,1780,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.8955898876404493,256.7005328699264,25.67005328699264,810.8150561797753,,3.1413132994248856,153.4,175,,266.9,0,256.78004166666665,147.58358333333334,"30/05/12 Adelaide, SA, Australia","tourer","2012-05-30 17:40:05",1,138.401,654168,0,9693809
52,"Ride","MtOsmond-Bullock-OldFreeway",1,16,230,93.07359307359307,"St Georges","SA",6942.3,1839,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.775040783034258,264.8978004407761,26.48978004407761,784.8019575856443,,3.040531632939802,157.7,172,64.9,236.9,1,228.20873124999997,151.91438124999996,"Morning Ride","a perfect blend","2015-11-06 06:18:47",1,138.401,654168,0,427186152
52,"Ride","MtOsmond-Bullock-OldFreeway",1,17,230,92.64069264069263,"St Georges","SA",6894,1848,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.7305194805194803,268.059181897302,26.8059181897302,780.9798701298702,,3.0257238490131475,142.5,159,,222.8,0,214.6678,137.29874999999998,"26/11/12 Adelaide, SA, Australia","a perfect blend","2012-11-26 18:06:20",1,138.401,654168,0,29655947
52,"Ride","MtOsmond-Bullock-OldFreeway",1,18,230,92.20779220779221,"St Georges","SA",6916.6,1858,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.722604951560818,268.6290952201949,26.86290952201949,776.7765339074274,,3.009439005907587,152.4,166,,239.3,0,230.61540416666668,146.86915,"Afternoon Ride","a perfect blend","2018-03-20 16:10:41",1,138.401,654168,0,1461963191
52,"Ride","MtOsmond-Bullock-OldFreeway",1,19,230,91.77489177489177,"St Georges","SA",6935.57,1867,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.7148205677557575,269.1920058481134,26.919200584811342,773.0320299946438,,2.994931801272789,155.7,169,,227.8,0,219.57547083333333,150.07858124999998,"24/08/11 Adelaide, SA, Australia","tourer","2011-08-24 17:08:12",1,138.401,654168,0,1353417
52,"Ride","MtOsmond-Bullock-OldFreeway",1,20,230,91.34199134199135,"St Georges","SA",6990.5,1879,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.7203299627461415,268.79336242042774,26.879336242042772,768.0951569984035,,2.9758050414988273,,,,269.8,0,260.1265458333333,0,"Afternoon Ride","a perfect blend","2014-03-05 17:44:05",1,138.401,654168,0,117889985
52,"Ride","MtOsmond-Bullock-OldFreeway",1,21,230,90.9090909090909,"St Georges","SA",6923.2,1880,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6825531914893617,271.55072798705805,27.155072798705802,767.6865957446809,,2.9742221664767534,147,162,69.6,242,1,233.32833333333332,141.7325,"Afternoon Ride","a perfect blend","2017-11-04 15:15:53",1,138.401,654168,0,1260117230
52,"Ride","MtOsmond-Bullock-OldFreeway",1,22,230,90.47619047619048,"St Georges","SA",6914,1883,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6718003186404675,272.3459647092855,27.23459647092855,766.4635156664897,,2.9694836287712674,131.5,148,,225.2,0,217.1444083333333,126.79613541666666,"15/11/12 Adelaide, SA, Australia","a perfect blend","2012-11-15 17:46:05",1,138.401,654168,0,27859788
52,"Ride","MtOsmond-Bullock-OldFreeway",1,23,230,90.04329004329004,"St Georges","SA",6924.6,1889,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.665749073583907,272.79554053663753,27.27955405366375,764.0290100582318,,2.960051706181205,141.5,157,,227,0,218.90839583333332,136.45611458333332,"09/01/14 Adelaide, SA, Australia","a perfect blend","2014-01-09 17:19:31",1,138.401,654168,0,105257288
52,"Ride","MtOsmond-Bullock-OldFreeway",1,24,230,89.6103896103896,"St Georges","SA",6875.24,1896,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.626181434599156,275.7721912253245,27.577219122532448,761.2082278481013,,2.9491232452406626,136.6,148,,186.9,0,180.26505,131.7507,"08/04/10 Adelaide, SA, Australia","tourer","2010-04-08 17:13:20",1,138.401,654168,0,244710
52,"Ride","MtOsmond-Bullock-OldFreeway",1,25,230,89.17748917748918,"St Georges","SA",6919.9,1897,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6478123352662095,274.13690949291174,27.413690949291176,760.8069583552979,,2.947568620440852,140.9,159,,218.4,0,210.65134999999998,135.90098541666666,"04/11/13 Adelaide, SA, Australia","a perfect blend","2013-11-04 17:20:37",1,138.401,654168,0,93325652
52,"Ride","MtOsmond-Bullock-OldFreeway",1,26,230,88.74458874458874,"St Georges","SA",6931.2,1897,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6537691091196627,273.6899815327793,27.36899815327793,760.8069583552979,,2.947568620440852,144.3,164,72.1,242.8,1,234.18565833333332,139.18035625,"Afternoon Ride","a perfect blend","2017-11-05 16:17:30",1,138.401,654168,0,1261710180
52,"Ride","MtOsmond-Bullock-OldFreeway",1,27,230,88.31168831168831,"St Georges","SA",6905.6,1900,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.634526315789474,275.1390176088971,27.513901760889713,759.6056842105263,,2.9429145647243664,127.7,148,,218.1,0,210.37562499999999,123.17729166666666,"19/12/12 Adelaide, SA, Australia","a perfect blend","2012-12-19 18:09:53",1,138.401,654168,0,33056705
52,"Ride","MtOsmond-Bullock-OldFreeway",1,28,230,87.87878787878788,"St Georges","SA",6904.48,1906,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6224973767051414,276.0526498737052,27.60526498737052,757.214480587618,,2.9336504055489487,151.2,168,,226.8,0,218.79585,145.86389999999997,"01/09/11 Adelaide, SA, Australia","tourer","2011-09-01 17:35:38",1,138.401,654168,0,1456252
52,"Ride","MtOsmond-Bullock-OldFreeway",1,29,230,87.44588744588745,"St Georges","SA",6899.8,1908,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.6162473794549266,276.5297544856373,27.652975448563726,756.4207547169812,,2.930575300302042,134.1,159,,223.4,0,215.52515,129.372975,"28/11/12 Adelaide, SA, Australia","a perfect blend","2012-11-28 17:53:15",1,138.401,654168,0,29953747
52,"Ride","MtOsmond-Bullock-OldFreeway",1,30,230,87.01298701298701,"St Georges","SA",6907.9,1912,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.612918410041841,276.7845510212945,27.678455102129444,754.8382845188285,,2.924444389631954,136.5,157,,230.4,0,222.2976,131.69975,"Morning Ride","a perfect blend","2018-06-09 09:52:07",1,138.401,654168,0,1626221956
52,"Ride","MtOsmond-Bullock-OldFreeway",1,31,230,86.58008658008657,"St Georges","SA",6917.07,1916,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.610161795407098,276.9958956610241,27.69958956610241,753.2624217118998,,2.9183390777538083,138.3,164,,191.8,0,185.07101666666668,133.447975,"19/04/10 Adelaide, SA, Australia","tourer","2010-04-19 17:40:49",1,138.401,654168,0,244693
52,"Ride","MtOsmond-Bullock-OldFreeway",1,32,230,86.14718614718615,"St Georges","SA",6906.5,1922,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5933922996878254,278.28856873959313,27.828856873959314,750.9109261186264,,2.9092287580521834,139.8,158,64.8,227.7,1,219.73998749999996,134.912825,"04/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-04 17:17:23",1,138.401,654168,0,161552250
52,"Ride","MtOsmond-Bullock-OldFreeway",1,33,230,85.71428571428571,"St Georges","SA",6902.1,1924,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5873700623700624,278.7557410063604,27.875574100636037,750.1303534303535,,2.906204611734042,137.3,153,,222.6,0,214.82754999999997,132.50594166666667,"08/01/14 Adelaide, SA, Australia","a perfect blend","2014-01-08 17:18:40",1,138.401,654168,0,104804825
52,"Ride","MtOsmond-Bullock-OldFreeway",1,34,230,85.28138528138528,"St Georges","SA",6888.97,1934,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.562032057911065,280.73863001290465,28.073863001290466,746.2517063081697,,2.8911777006082198,160.5,177,,193.5,0,186.7839375,154.9293125,"19/05/11 Adelaide, SA, Australia","tourer","2011-05-19 18:22:33",1,138.401,654168,0,586369
52,"Ride","MtOsmond-Bullock-OldFreeway",1,35,230,84.84848484848484,"St Georges","SA",6927,1944,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5632716049382718,280.6409701169337,28.064097011693374,742.412962962963,,2.8763053873334856,145.7,167,,227.7,0,219.84434999999996,140.67334999999997,"Morning Ride","a perfect blend","2017-12-07 05:56:51",1,138.401,654168,0,1304914807
52,"Ride","MtOsmond-Bullock-OldFreeway",1,36,230,84.41558441558442,"St Georges","SA",6917.6,1944,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5584362139917696,281.0223198797271,28.102231987972708,742.412962962963,,2.8763053873334856,150.2,166,48,0,1,0,145.01809999999998,"Morning Ride","a perfect blend","2018-01-20 08:36:19",2,138.401,654168,0,1365572993
52,"Ride","MtOsmond-Bullock-OldFreeway",1,37,230,83.98268398268398,"St Georges","SA",6916.8,1948,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5507186858316224,281.6331251445755,28.16331251445755,740.888501026694,,2.8703992161069283,152.7,169,,238.6,0,230.3881833333333,147.444575,"27/07/11 Adelaide, SA, Australia","tourer","2011-07-27 17:38:53",1,138.401,654168,0,1017677
52,"Ride","MtOsmond-Bullock-OldFreeway",1,38,230,83.54978354978356,"St Georges","SA",6900,1948,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.542094455852156,282.3188405797101,28.231884057971012,740.888501026694,,2.8703992161069283,126.3,149,,224.9,0,217.15969166666665,121.95317499999999,"08/02/13 Adelaide, SA, Australia","a perfect blend","2013-02-08 17:34:55",1,138.401,654168,0,40157999
52,"Ride","MtOsmond-Bullock-OldFreeway",1,39,230,83.11688311688312,"St Georges","SA",6889.5,1958,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.518641470888662,284.2005951084984,28.420059510849843,737.1045965270685,,2.8557393631135324,133.8,154,,205.6,0,198.56676666666664,129.222925,"30/01/14 Adelaide, SA, Australia","a perfect blend","2014-01-30 17:38:07",1,138.401,654168,0,110269234
52,"Ride","MtOsmond-Bullock-OldFreeway",1,40,230,82.68398268398268,"St Georges","SA",6905.12,1967,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.510482968988307,284.8610885835438,28.48610885835438,733.73197763091,,2.842672939998117,138.6,158,,212.2,0,204.98077916666665,133.88471249999998,"02/03/11 Adelaide, SA","tourer","2011-03-02 18:11:21",1,138.401,654168,0,326776
52,"Ride","MtOsmond-Bullock-OldFreeway",1,41,230,82.25108225108225,"St Georges","SA",6922.8,1968,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.517682926829268,284.2780377881782,28.42780377881782,733.3591463414634,,2.841228492366004,131.7,153,,217.6,0,210.20159999999998,127.22219999999999,"29/10/12 Eastwood, SA, Australia","a perfect blend","2012-10-29 17:47:39",1,138.401,654168,0,26389200
52,"Ride","MtOsmond-Bullock-OldFreeway",1,42,230,81.81818181818181,"St Georges","SA",6974.9,1969,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.542356526155409,282.29795409253177,28.229795409253178,732.9866937531742,,2.839785511922954,139.8,159,,,0,0,135.0497125,"26/09/13 Adelaide, SA, Australia","a perfect blend","2013-09-26 17:53:45",1,138.401,654168,0,86595930
52,"Ride","MtOsmond-Bullock-OldFreeway",1,43,230,81.38528138528139,"St Georges","SA",6898.63,1982,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4806407669021193,287.3034211140473,28.730342111404727,728.1790110998991,,2.8211592699174046,140.6,165,,220,0,212.58416666666668,135.86060833333332,"11/01/11 Adelaide, SA, Australia","tourer","2011-01-11 17:27:38",1,138.401,654168,0,259896
52,"Ride","MtOsmond-Bullock-OldFreeway",1,44,230,80.95238095238095,"St Georges","SA",6914.8,1987,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4800201308505287,287.3546595707757,28.735465957077572,726.3466532460997,,2.8140602279699527,129.6,149,,207,0,200.0439375,125.2449,"05/11/12 Adelaide, SA, Australia","a perfect blend","2012-11-05 17:50:20",1,138.401,654168,0,27069008
52,"Ride","MtOsmond-Bullock-OldFreeway",1,45,230,80.51948051948052,"St Georges","SA",6901.6,1988,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4716297786720323,288.0491480236467,28.804914802364667,725.9812877263581,,2.8126447047164467,141.9,156,,219.7,0,212.32174166666664,137.134525,"29/11/12 Adelaide, SA, Australia","a perfect blend","2012-11-29 17:57:15",1,138.401,654168,0,30092971
52,"Ride","MtOsmond-Bullock-OldFreeway",1,46,230,80.08658008658008,"St Georges","SA",6953.1,1989,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4957767722473605,286.05945549467145,28.605945549467144,725.6162895927602,,2.8112306048146283,146.5,166,61.5,223.7,1,216.19206874999998,141.58309375,"Afternoon Ride","a perfect blend","2017-06-03 13:19:58",1,138.401,654168,0,1018512580
52,"Ride","MtOsmond-Bullock-OldFreeway",1,47,230,79.65367965367966,"St Georges","SA",6870.4,1996,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.442084168336673,290.52165812761996,29.052165812762,723.0715430861724,,2.801371579647443,140.3,161,,205.5,0,198.63287499999998,135.61164166666666,"28/10/13 Adelaide, SA, Australia","a perfect blend","2013-10-28 18:35:16",1,138.401,654168,0,91960080
52,"Ride","MtOsmond-Bullock-OldFreeway",1,48,230,79.22077922077922,"St Georges","SA",6910.4,2000,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4551999999999996,289.41884695531377,28.941884695531378,721.6254,,2.7957688364881483,132,166,,213.8,0,206.67333333333335,127.6,"14/01/13 Glenunga, SA, Australia","a perfect blend","2013-01-14 18:03:05",1,138.401,654168,0,37501106
52,"Ride","MtOsmond-Bullock-OldFreeway",1,49,230,78.78787878787878,"St Georges","SA",7038.67,2003,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.5140639041437844,284.57080670069774,28.45708067006977,720.5445831253121,,2.7915814642917107,137.7,163,,164.9,0,159.41363958333332,133.11860625,"18/03/10 Adelaide, SA, Australia","tourer","2010-03-18 17:42:01",1,138.401,654168,0,244717
52,"Ride","MtOsmond-Bullock-OldFreeway",1,50,230,78.35497835497836,"St Georges","SA",6919,2009,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4440019910403183,290.3598785951727,29.03598785951727,718.3926331508213,,2.7832442374197592,153.9,172,,228.5,0,220.9261770833333,148.79885625,"Afternoon Ride","a perfect blend","2018-03-06 16:10:05",1,138.401,654168,0,1438604240
52,"Ride","MtOsmond-Bullock-OldFreeway",1,51,230,77.92207792207792,"St Georges","SA",6907.5,2013,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4314456035767513,291.42236699239953,29.142236699239955,716.9651266766022,,2.777713697454693,130.2,150,,199.5,0,192.90403125,125.89526249999999,"02/04/14 Adelaide, SA, Australia","a perfect blend","2014-04-02 17:42:16",1,138.401,654168,0,127789155
52,"Ride","MtOsmond-Bullock-OldFreeway",1,52,230,77.4891774891775,"St Georges","SA",6907.7,2014,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4298411122144983,291.5586953689361,29.155869536893615,716.6091360476663,,2.776334495022987,139.7,156,,208.2,0,201.32072499999998,135.08407916666664,"18/12/13 Adelaide, SA, Australia","a perfect blend","2013-12-18 17:21:01",1,138.401,654168,0,101115767
52,"Ride","MtOsmond-Bullock-OldFreeway",1,53,230,77.05627705627705,"St Georges","SA",6928.5,2019,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.4316493313521543,291.4050660316086,29.14050660316086,714.8344725111441,,2.7694589762141137,132.7,153,,218.8,0,211.593275,128.32919374999997,"Morning Ride","a perfect blend","2018-04-02 10:26:22",1,138.401,654168,0,1484654950
52,"Ride","MtOsmond-Bullock-OldFreeway",1,54,230,76.62337662337663,"St Georges","SA",6939.31,2020,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.43530198019802,291.09522416493854,29.109522416493856,714.4805940594059,,2.7680879569189583,127.6,156,,222,0,214.6925,123.39983333333332,"09/01/12 Adelaide, SA, Australia","tourer","2012-01-09 17:32:03",2,138.401,654168,0,3207630
52,"Ride","MtOsmond-Bullock-OldFreeway",1,55,230,76.19047619047619,"St Georges","SA",6916.1,2022,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.420425321463897,292.36130188979337,29.236130188979338,713.7738872403561,,2.765349986635161,137.1,162,,211.1,0,204.1600875,132.5928375,"28/02/13 Glenside, SA, Australia","a perfect blend","2013-02-28 18:44:32",1,138.401,654168,0,42754591
52,"Ride","MtOsmond-Bullock-OldFreeway",1,56,230,75.75757575757575,"St Georges","SA",6906.3,2032,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3987696850393703,294.2241142145577,29.42241142145577,710.261220472441,,2.7517409807954216,146,168,,241,0,233.12733333333333,141.23066666666665,"27/06/11 Adelaide, SA, Australia","tourer","2011-06-27 18:04:48",1,138.401,654168,0,821193
52,"Ride","MtOsmond-Bullock-OldFreeway",1,57,230,75.32467532467533,"St Georges","SA",6903.29,2034,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.393947885939036,294.6421199167354,29.46421199167354,709.5628318584071,,2.7490352374514733,140.9,167,,219.7,0,212.5322875,136.3031375,"23/02/11 Adelaide, SA","tourer","2011-02-23 17:13:56",1,138.401,654168,0,316836
52,"Ride","MtOsmond-Bullock-OldFreeway",1,58,230,74.89177489177489,"St Georges","SA",6912,2034,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.398230088495575,294.2708333333333,29.427083333333332,709.5628318584071,,2.7490352374514733,138.6,161,51,0,1,0,134.078175,"Afternoon Ride","a perfect blend","2018-03-13 16:17:08",1,138.401,654168,0,1450408986
52,"Ride","MtOsmond-Bullock-OldFreeway",1,59,230,74.45887445887446,"St Georges","SA",7176.83,2038,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.521506378802748,283.96938481195735,28.39693848119574,708.1701668302258,,2.7436396825202634,142.8,170,,176.2,0,170.4661583333333,138.15305,"11/03/10 Adelaide, SA, Australia","tourer","2010-03-11 18:24:35",1,138.401,654168,0,244732
52,"Ride","MtOsmond-Bullock-OldFreeway",1,60,230,74.02597402597402,"St Georges","SA",6913.4,2042,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3856023506366304,295.36841496224724,29.536841496224724,706.7829578844271,,2.738265265904161,143.3,165,,225.4,0,218.08389166666666,138.64872083333333,"06/09/10 Adelaide, SA, Australia","tourer","2010-09-06 19:20:15",1,138.401,654168,0,244617
52,"Ride","MtOsmond-Bullock-OldFreeway",1,61,230,73.5930735930736,"St Georges","SA",6881.4,2043,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.368281938325991,296.8872613131049,29.68872613131049,706.4370044052864,,2.736924950061819,129.8,158,,217.1,0,210.05781875,125.58961250000002,"07/11/13 Adelaide, SA, Australia","a perfect blend","2013-11-07 17:26:54",1,138.401,654168,0,93947066
52,"Ride","MtOsmond-Bullock-OldFreeway",1,62,230,73.16017316017316,"St Georges","SA",6911.7,2056,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3617217898832683,297.4666145810727,29.74666145810727,701.970233463035,,2.7196194907472258,131.5,150,62,217.7,1,210.69731666666667,127.27008333333333,"09/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-09 16:29:12",1,138.401,654168,0,163614808
52,"Ride","MtOsmond-Bullock-OldFreeway",1,63,230,72.72727272727272,"St Georges","SA",6930.9,2058,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3677842565597667,296.931134484699,29.693113448469898,701.2880466472303,,2.7169765174811933,147.6,165,61.4,219.7,1,212.64213749999996,142.85834999999997,"Morning Ride","a perfect blend","2017-05-16 06:42:03",2,138.401,654168,0,988177439
52,"Ride","MtOsmond-Bullock-OldFreeway",1,64,230,72.2943722943723,"St Georges","SA",6918.5,2059,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3601262748907237,297.6078629760786,29.76078629760786,700.9474502185527,,2.715656956277949,133.2,158,,207.3,0,200.64480625,128.923725,"10/12/12 Adelaide, SA, Australia","a perfect blend","2012-12-10 17:57:24",1,138.401,654168,0,31797369
52,"Ride","MtOsmond-Bullock-OldFreeway",1,65,230,71.86147186147186,"St Georges","SA",6911.3,2071,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.337180106228875,299.6541895157206,29.965418951572058,696.8859488169967,,2.6999216190131805,128.4,148,62.8,212.3,1,205.53736041666667,124.30992499999999,"17/07/14 Adelaide, SA, Australia","a perfect blend","2014-07-17 17:08:07",1,138.401,654168,0,167066718
52,"Ride","MtOsmond-Bullock-OldFreeway",1,66,230,71.42857142857143,"St Georges","SA",6892.4,2072,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.3264478764478764,300.6209738262434,30.06209738262434,696.549613899614,,2.698618568038753,130.5,154,,201,0,194.6015,126.34575,"11/11/13 Adelaide, SA, Australia","a perfect blend","2013-11-11 17:32:52",1,138.401,654168,0,94643256
52,"Ride","MtOsmond-Bullock-OldFreeway",1,67,230,70.99567099567099,"St Georges","SA",6935.76,2077,5.81134,32.6495,429.019,400.903,587.187,"2nd",3.339316321617718,299.4624958187711,29.94624958187711,694.8727973038036,,2.692122134316946,132.2,155,,209.2,0,202.56225833333332,128.00540416666666,"15/01/10 Upper Sturt, SA, Australia","tourer","2010-01-15 08:24:39",1,138.401,654168,0,249320
